30/08/2016,16:44:16.082000
1
 	Служебный канал	Напряжение статора	Ток статора	Активная мощность	Реактивная мощность	Активный ток	
446	-666,7	-666,7	0,0	-574,6	0,0	0,0	
447	-676,4	-676,4	0,0	-574,6	0,0	0,0	
448	-670,2	-670,2	0,0	-574,6	0,0	0,0	
449	-670,3	-670,3	0,0	-574,6	0,0	0,0	
450	-670,2	-670,2	0,0	-574,6	0,0	0,0	
451	-666,7	-666,7	0,0	-574,6	0,0	0,0	
452	-670,2	-670,2	0,0	-574,6	0,0	0,0	
453	-670,2	-670,2	0,0	-574,6	0,0	0,0	
454	-666,7	-666,7	0,0	-574,6	0,0	0,0	
455	-670,2	-670,2	0,0	-574,6	0,0	0,0	
456	-666,7	-666,7	0,0	-574,6	0,0	0,0	
457	-670,2	-670,2	0,0	-574,6	0,0	0,0	
458	-666,7	-666,7	0,0	-574,6	0,0	0,0	
459	-666,7	-666,7	0,0	-574,6	0,0	0,0	
460	-666,7	-666,7	0,0	-574,6	0,0	0,0	
461	-666,7	-666,7	0,0	-574,6	0,0	0,0	
462	-666,7	-666,7	0,0	-574,6	0,0	0,0	
463	-669,8	-669,8	0,0	-574,6	0,0	0,0	
464	-666,7	-666,7	0,0	-574,6	0,0	0,0	
465	-670,2	-670,2	0,0	-574,6	0,0	0,0	
466	-673,3	-673,3	0,0	-574,6	0,0	0,0	
467	-673,3	-673,3	0,0	-574,6	0,0	0,0	
468	-666,7	-666,7	0,0	-574,6	0,0	0,0	
469	-670,2	-670,2	0,0	-574,6	0,0	0,0	
470	-666,7	-666,7	0,0	-574,6	0,0	0,0	
471	-670,2	-670,2	0,0	-574,6	0,0	0,0	
472	-666,7	-666,7	0,0	-574,6	0,0	0,0	
473	-666,7	-666,7	0,0	-574,6	0,0	0,0	
474	-666,7	-666,7	0,0	-574,6	0,0	0,0	
475	-666,7	-666,7	0,0	-574,6	0,0	0,0	
476	-673,8	-673,8	0,0	-574,6	0,0	0,0	
477	-666,7	-666,7	0,0	-574,6	0,0	0,0	
478	-666,7	-666,7	0,0	-574,6	0,0	0,0	
479	-666,7	-666,7	0,0	-574,6	0,0	0,0	
480	-670,2	-670,2	0,0	-574,6	0,0	0,0	
481	-670,2	-670,2	0,0	-574,6	0,0	0,0	
482	-666,7	-666,7	0,0	-574,6	0,0	0,0	
483	-666,7	-666,7	0,0	-574,6	0,0	0,0	
484	-666,7	-666,7	0,0	-574,6	0,0	0,0	
485	-666,7	-666,7	0,0	-574,6	0,0	0,0	
486	-670,2	-670,2	0,0	-574,6	0,0	0,0	
487	-666,7	-666,7	0,0	-574,6	0,0	0,0	
488	-666,7	-666,7	0,0	-574,6	0,0	0,0	
489	-666,7	-666,7	0,0	-574,6	0,0	0,0	
490	-669,8	-669,8	0,0	-574,6	0,0	0,0	
491	-666,7	-666,7	0,0	-574,6	0,0	0,0	
492	-669,8	-669,8	0,0	-574,6	0,0	0,0	
493	-666,7	-666,7	0,0	-574,6	0,0	0,0	
494	-666,7	-666,7	0,0	-574,6	0,0	0,0	
495	-666,7	-666,7	0,0	-574,6	0,0	0,0	
496	-670,2	-670,2	0,0	-574,6	0,0	0,0	
497	-666,7	-666,7	0,0	-574,6	0,0	0,0	
498	-670,2	-670,2	0,0	-574,6	0,0	0,0	
499	-670,2	-670,2	0,0	-574,6	0,0	0,0	
500	-666,7	-666,7	0,0	-574,6	0,0	0,0	
501	-670,3	-670,3	0,0	-574,6	0,0	0,0	
502	-670,3	-670,3	0,0	-574,6	0,0	0,0	
503	-666,7	-666,7	0,0	-574,6	0,0	0,0	
504	-669,8	-669,8	0,0	-574,6	0,0	0,0	
505	-666,7	-666,7	0,0	-574,6	0,0	0,0	
506	-669,8	-669,8	0,0	-574,6	0,0	0,0	
507	-669,8	-669,8	0,0	-574,6	0,0	0,0	
508	-666,7	-666,7	0,0	-574,6	0,0	0,0	
509	-666,7	-666,7	0,0	-574,6	0,0	0,0	
510	-666,7	-666,7	0,0	-574,6	0,0	0,0	
511	-673,8	-673,8	0,0	-574,6	0,0	0,0	
512	-673,8	-673,8	0,0	-574,6	0,0	0,0	
513	-666,7	-666,7	0,0	-574,6	0,0	0,0	
514	-666,7	-666,7	0,0	-574,6	0,0	0,0	
515	-670,2	-670,2	0,0	-574,6	0,0	0,0	
516	-666,7	-666,7	0,0	-574,6	0,0	0,0	
517	-666,7	-666,7	0,0	-574,6	0,0	0,0	
518	-673,3	-673,3	0,0	-574,6	0,0	0,0	
519	-666,7	-666,7	0,0	-574,6	0,0	0,0	
520	-666,7	-666,7	0,0	-574,6	0,0	0,0	
521	-666,7	-666,7	0,0	-574,6	0,0	0,0	
522	-669,8	-669,8	0,0	-574,6	0,0	0,0	
523	-670,2	-670,2	0,0	-574,6	0,0	0,0	
524	-669,8	-669,8	0,0	-574,6	0,0	0,0	
525	-666,7	-666,7	0,0	-574,6	0,0	0,0	
526	-666,7	-666,7	0,0	-574,6	0,0	0,0	
527	-666,7	-666,7	0,0	-574,6	0,0	0,0	
528	-666,7	-666,7	0,0	-574,6	0,0	0,0	
529	-666,7	-666,7	0,0	-574,6	0,0	0,0	
530	-666,7	-666,7	0,0	-574,6	0,0	0,0	
531	-666,7	-666,7	0,0	-574,6	0,0	0,0	
532	-666,7	-666,7	0,0	-574,6	0,0	0,0	
533	-666,7	-666,7	0,0	-574,6	0,0	0,0	
534	-666,7	-666,7	0,0	-574,6	0,0	0,0	
535	-666,7	-666,7	0,0	-574,6	0,0	0,0	
536	-666,7	-666,7	0,0	-574,6	0,0	0,0	
537	-666,7	-666,7	0,0	-574,6	0,0	0,0	
538	-666,7	-666,7	0,0	-574,6	0,0	0,0	
539	-666,7	-666,7	0,0	-574,6	0,0	0,0	
540	-670,3	-670,3	0,0	-574,6	0,0	0,0	
541	-673,8	-673,8	0,0	-574,6	0,0	0,0	
542	-670,2	-670,2	0,0	-574,6	0,0	0,0	
543	-666,7	-666,7	0,0	-574,6	0,0	0,0	
544	-666,7	-666,7	0,0	-574,6	0,0	0,0	
545	-673,8	-673,8	0,0	-574,6	0,0	0,0	
546	-670,2	-670,2	0,0	-574,6	0,0	0,0	
547	-670,2	-670,2	0,0	-574,6	0,0	0,0	
548	-670,3	-670,3	0,0	-574,6	0,0	0,0	
549	-670,3	-670,3	0,0	-574,6	0,0	0,0	
550	-666,7	-666,7	0,0	-574,6	0,0	0,0	
551	-666,7	-666,7	0,0	-574,6	0,0	0,0	
552	-666,7	-666,7	0,0	-574,6	0,0	0,0	
553	-669,8	-669,8	0,0	-574,6	0,0	0,0	
554	-666,7	-666,7	0,0	-574,6	0,0	0,0	
555	-666,7	-666,7	0,0	-574,6	0,0	0,0	
556	-663,5	-663,5	0,0	-574,6	0,0	0,0	
557	-666,7	-666,7	0,0	-574,6	0,0	0,0	
558	-666,7	-666,7	0,0	-574,6	0,0	0,0	
559	-670,2	-670,2	0,0	-574,6	0,0	0,0	
560	-666,7	-666,7	0,0	-574,6	0,0	0,0	
561	-666,7	-666,7	0,0	-574,6	0,0	0,0	
562	-666,7	-666,7	0,0	-574,6	0,0	0,0	
563	-666,7	-666,7	0,0	-574,6	0,0	0,0	
564	-666,7	-666,7	0,0	-574,6	0,0	0,0	
565	-666,7	-666,7	0,0	-574,6	0,0	0,0	
566	-666,7	-666,7	0,0	-574,6	0,0	0,0	
567	-673,8	-673,8	0,0	-574,6	0,0	0,0	
568	-666,7	-666,7	0,0	-574,6	0,0	0,0	
569	-670,2	-670,2	0,0	-574,6	0,0	0,0	
570	-666,7	-666,7	0,0	-574,6	0,0	0,0	
571	-666,7	-666,7	0,0	-574,6	0,0	0,0	
572	-673,3	-673,3	0,0	-574,6	0,0	0,0	
573	-669,8	-669,8	0,0	-574,6	0,0	0,0	
574	-666,7	-666,7	0,0	-574,6	0,0	0,0	
575	-663,0	-663,0	0,0	-574,6	0,0	0,0	
576	-666,7	-666,7	0,0	-574,6	0,0	0,0	
577	-666,7	-666,7	0,0	-574,6	0,0	0,0	
578	-666,7	-666,7	0,0	-574,6	0,0	0,0	
579	-666,7	-666,7	0,0	-574,6	0,0	0,0	
580	-666,7	-666,7	0,0	-574,6	0,0	0,0	
581	-666,7	-666,7	0,0	-574,6	0,0	0,0	
582	-666,7	-666,7	0,0	-574,6	0,0	0,0	
583	-666,7	-666,7	0,0	-574,6	0,0	0,0	
584	-670,2	-670,2	0,0	-574,6	0,0	0,0	
585	-669,8	-669,8	0,0	-574,6	0,0	0,0	
586	-666,7	-666,7	0,0	-574,6	0,0	0,0	
587	-666,7	-666,7	0,0	-574,6	0,0	0,0	
588	-666,7	-666,7	0,0	-574,6	0,0	0,0	
589	-666,7	-666,7	0,0	-574,6	0,0	0,0	
590	-670,2	-670,2	0,0	-574,6	0,0	0,0	
591	-666,7	-666,7	0,0	-574,6	0,0	0,0	
592	-670,3	-670,3	0,0	-574,6	0,0	0,0	
593	-669,8	-669,8	0,0	-574,6	0,0	0,0	
594	-669,8	-669,8	0,0	-574,6	0,0	0,0	
595	-673,8	-673,8	0,0	-574,6	0,0	0,0	
596	-673,8	-673,8	0,0	-574,6	0,0	0,0	
597	-669,8	-669,8	0,0	-574,6	0,0	0,0	
598	-666,7	-666,7	0,0	-574,6	0,0	0,0	
599	-670,2	-670,2	0,0	-574,6	0,0	0,0	
600	-669,8	-669,8	0,0	-574,6	0,0	0,0	
601	-666,7	-666,7	0,0	-574,6	0,0	0,0	
602	-666,7	-666,7	0,0	-574,6	0,0	0,0	
603	-673,3	-673,3	0,0	-574,6	0,0	0,0	
604	-670,2	-670,2	0,0	-574,6	0,0	0,0	
605	-666,7	-666,7	0,0	-574,6	0,0	0,0	
606	-666,7	-666,7	0,0	-574,6	0,0	0,0	
607	-670,2	-670,2	0,0	-574,6	0,0	0,0	
608	-666,7	-666,7	0,0	-574,6	0,0	0,0	
609	-660,4	-660,4	0,0	-574,6	0,0	0,0	
610	-666,7	-666,7	0,0	-574,6	0,0	0,0	
611	-669,8	-669,8	0,0	-574,6	0,0	0,0	
612	-666,7	-666,7	0,0	-574,6	0,0	0,0	
613	-666,7	-666,7	0,0	-574,6	0,0	0,0	
614	-666,7	-666,7	0,0	-574,6	0,0	0,0	
615	-666,7	-666,7	0,0	-574,6	0,0	0,0	
616	-673,3	-673,3	0,0	-574,6	0,0	0,0	
617	-666,7	-666,7	0,0	-574,6	0,0	0,0	
618	-666,7	-666,7	0,0	-574,6	0,0	0,0	
619	-670,2	-670,2	0,0	-574,6	0,0	0,0	
620	-670,2	-670,2	0,0	-574,6	0,0	0,0	
621	-666,7	-666,7	0,0	-574,6	0,0	0,0	
622	-670,2	-670,2	0,0	-574,6	0,0	0,0	
623	-673,3	-673,3	0,0	-574,6	0,0	0,0	
624	-669,8	-669,8	0,0	-574,6	0,0	0,0	
625	-670,3	-670,3	0,0	-574,6	0,0	0,0	
626	-670,7	-670,7	0,0	-574,6	0,0	0,0	
627	-670,2	-670,2	0,0	-574,6	0,0	0,0	
628	-670,2	-670,2	0,0	-574,6	0,0	0,0	
629	-666,7	-666,7	0,0	-574,6	0,0	0,0	
630	-673,8	-673,8	0,0	-574,6	0,0	0,0	
631	-670,2	-670,2	0,0	-574,6	0,0	0,0	
632	-666,7	-666,7	0,0	-574,6	0,0	0,0	
633	-666,7	-666,7	0,0	-574,6	0,0	0,0	
634	-666,7	-666,7	0,0	-574,6	0,0	0,0	
635	-666,7	-666,7	0,0	-574,6	0,0	0,0	
636	-666,7	-666,7	0,0	-574,6	0,0	0,0	
637	-666,7	-666,7	0,0	-574,6	0,0	0,0	
638	-666,7	-666,7	0,0	-574,6	0,0	0,0	
639	-673,3	-673,3	0,0	-574,6	0,0	0,0	
640	-666,7	-666,7	0,0	-574,6	0,0	0,0	
641	-666,7	-666,7	0,0	-574,6	0,0	0,0	
642	-666,7	-666,7	0,0	-574,6	0,0	0,0	
643	-666,7	-666,7	0,0	-574,6	0,0	0,0	
644	-666,7	-666,7	0,0	-574,6	0,0	0,0	
645	-670,2	-670,2	0,0	-574,6	0,0	0,0	
646	-666,7	-666,7	0,0	-574,6	0,0	0,0	
647	-666,7	-666,7	0,0	-574,6	0,0	0,0	
648	-669,8	-669,8	0,0	-574,6	0,0	0,0	
649	-666,7	-666,7	0,0	-574,6	0,0	0,0	
650	-670,2	-670,2	0,0	-574,6	0,0	0,0	
651	-670,2	-670,2	0,0	-574,6	0,0	0,0	
652	-666,7	-666,7	0,0	-574,6	0,0	0,0	
653	-666,7	-666,7	0,0	-574,6	0,0	0,0	
654	-673,0	-673,0	0,0	-574,6	0,0	0,0	
655	-670,3	-670,3	0,0	-574,6	0,0	0,0	
656	-670,2	-670,2	0,0	-574,6	0,0	0,0	
657	-670,2	-670,2	0,0	-574,6	0,0	0,0	
658	-666,7	-666,7	0,0	-574,6	0,0	0,0	
659	-666,7	-666,7	0,0	-574,6	0,0	0,0	
660	-666,7	-666,7	0,0	-574,6	0,0	0,0	
661	-666,7	-666,7	0,0	-574,6	0,0	0,0	
662	-666,7	-666,7	0,0	-574,6	0,0	0,0	
663	-670,2	-670,2	0,0	-574,6	0,0	0,0	
664	-666,7	-666,7	0,0	-574,6	0,0	0,0	
665	-666,7	-666,7	0,0	-574,6	0,0	0,0	
666	-666,7	-666,7	0,0	-574,6	0,0	0,0	
667	-666,7	-666,7	0,0	-574,6	0,0	0,0	
668	-673,0	-673,0	0,0	-574,6	0,0	0,0	
669	-670,2	-670,2	0,0	-574,6	0,0	0,0	
670	-670,2	-670,2	0,0	-574,6	0,0	0,0	
671	-670,2	-670,2	0,0	-574,6	0,0	0,0	
672	-670,3	-670,3	0,0	-574,6	0,0	0,0	
673	-666,7	-666,7	0,0	-574,6	0,0	0,0	
674	-670,2	-670,2	0,0	-574,6	0,0	0,0	
675	-673,8	-673,8	0,0	-574,6	0,0	0,0	
676	-673,8	-673,8	0,0	-574,6	0,0	0,0	
677	-670,3	-670,3	0,0	-574,6	0,0	0,0	
678	-673,0	-673,0	0,0	-574,6	0,0	0,0	
679	-666,7	-666,7	0,0	-574,6	0,0	0,0	
680	-666,7	-666,7	0,0	-574,6	0,0	0,0	
681	-673,0	-673,0	0,0	-574,6	0,0	0,0	
682	-666,7	-666,7	0,0	-574,6	0,0	0,0	
683	-666,7	-666,7	0,0	-574,6	0,0	0,0	
684	-669,8	-669,8	0,0	-574,6	0,0	0,0	
685	-666,7	-666,7	0,0	-574,6	0,0	0,0	
686	-666,7	-666,7	0,0	-574,6	0,0	0,0	
687	-670,2	-670,2	0,0	-574,6	0,0	0,0	
688	-670,3	-670,3	0,0	-574,6	0,0	0,0	
689	-673,3	-673,3	0,0	-574,6	0,0	0,0	
690	-670,2	-670,2	0,0	-574,6	0,0	0,0	
691	-666,7	-666,7	0,0	-574,6	0,0	0,0	
692	-666,7	-666,7	0,0	-574,6	0,0	0,0	
693	-666,7	-666,7	0,0	-574,6	0,0	0,0	
694	-670,2	-670,2	0,0	-574,6	0,0	0,0	
695	-666,7	-666,7	0,0	-574,6	0,0	0,0	
696	-666,7	-666,7	0,0	-574,6	0,0	0,0	
697	-666,7	-666,7	0,0	-574,6	0,0	0,0	
698	-669,8	-669,8	0,0	-574,6	0,0	0,0	
699	-666,7	-666,7	0,0	-574,6	0,0	0,0	
700	-666,7	-666,7	0,0	-574,6	0,0	0,0	
701	-666,7	-666,7	0,0	-574,6	0,0	0,0	
702	-666,7	-666,7	0,0	-574,6	0,0	0,0	
703	-666,7	-666,7	0,0	-574,6	0,0	0,0	
704	-666,7	-666,7	0,0	-574,6	0,0	0,0	
705	-670,2	-670,2	0,0	-574,6	0,0	0,0	
706	-666,7	-666,7	0,0	-574,6	0,0	0,0	
707	-666,7	-666,7	0,0	-574,6	0,0	0,0	
708	-666,7	-666,7	0,0	-574,6	0,0	0,0	
709	-666,7	-666,7	0,0	-574,6	0,0	0,0	
710	-670,2	-670,2	0,0	-574,6	0,0	0,0	
711	-670,2	-670,2	0,0	-574,6	0,0	0,0	
712	-666,7	-666,7	0,0	-574,6	0,0	0,0	
713	-666,7	-666,7	0,0	-574,6	0,0	0,0	
714	-666,7	-666,7	0,0	-574,6	0,0	0,0	
715	-666,7	-666,7	0,0	-574,6	0,0	0,0	
716	-669,8	-669,8	0,0	-574,6	0,0	0,0	
717	-666,7	-666,7	0,0	-574,6	0,0	0,0	
718	-666,7	-666,7	0,0	-574,6	0,0	0,0	
719	-673,3	-673,3	0,0	-574,6	0,0	0,0	
720	-663,5	-663,5	0,0	-574,6	0,0	0,0	
721	-666,7	-666,7	0,0	-574,6	0,0	0,0	
722	-669,8	-669,8	0,0	-574,6	0,0	0,0	
723	-666,7	-666,7	0,0	-574,6	0,0	0,0	
724	-669,8	-669,8	0,0	-574,6	0,0	0,0	
725	-666,7	-666,7	0,0	-574,6	0,0	0,0	
726	-666,7	-666,7	0,0	-574,6	0,0	0,0	
727	-673,8	-673,8	0,0	-574,6	0,0	0,0	
728	-666,7	-666,7	0,0	-574,6	0,0	0,0	
729	-670,2	-670,2	0,0	-574,6	0,0	0,0	
730	-669,8	-669,8	0,0	-574,6	0,0	0,0	
731	-666,7	-666,7	0,0	-574,6	0,0	0,0	
732	-666,7	-666,7	0,0	-574,6	0,0	0,0	
733	-669,8	-669,8	0,0	-574,6	0,0	0,0	
734	-670,3	-670,3	0,0	-574,6	0,0	0,0	
735	-666,7	-666,7	0,0	-574,6	0,0	0,0	
736	-666,7	-666,7	0,0	-574,6	0,0	0,0	
737	-666,7	-666,7	0,0	-574,6	0,0	0,0	
738	-666,7	-666,7	0,0	-574,6	0,0	0,0	
739	-673,3	-673,3	0,0	-574,6	0,0	0,0	
740	-670,3	-670,3	0,0	-574,6	0,0	0,0	
741	-666,7	-666,7	0,0	-574,6	0,0	0,0	
742	-666,7	-666,7	0,0	-574,6	0,0	0,0	
743	-666,7	-666,7	0,0	-574,6	0,0	0,0	
744	-666,7	-666,7	0,0	-574,6	0,0	0,0	
745	-666,7	-666,7	0,0	-574,6	0,0	0,0	
746	-673,8	-673,8	0,0	-574,6	0,0	0,0	
747	-666,7	-666,7	0,0	-574,6	0,0	0,0	
748	-673,8	-673,8	0,0	-574,6	0,0	0,0	
749	-666,7	-666,7	0,0	-574,6	0,0	0,0	
750	-669,8	-669,8	0,0	-574,6	0,0	0,0	
751	-666,7	-666,7	0,0	-574,6	0,0	0,0	
752	-669,8	-669,8	0,0	-574,6	0,0	0,0	
753	-666,7	-666,7	0,0	-574,6	0,0	0,0	
754	-666,7	-666,7	0,0	-574,6	0,0	0,0	
755	-673,0	-673,0	0,0	-574,6	0,0	0,0	
756	-669,8	-669,8	0,0	-574,6	0,0	0,0	
757	-666,7	-666,7	0,0	-574,6	0,0	0,0	
758	-666,7	-666,7	0,0	-574,6	0,0	0,0	
759	-666,7	-666,7	0,0	-574,6	0,0	0,0	
760	-663,5	-663,5	0,0	-574,6	0,0	0,0	
761	-669,8	-669,8	0,0	-574,6	0,0	0,0	
762	-673,8	-673,8	0,0	-574,6	0,0	0,0	
763	-666,7	-666,7	0,0	-574,6	0,0	0,0	
764	-666,7	-666,7	0,0	-574,6	0,0	0,0	
765	-666,7	-666,7	0,0	-574,6	0,0	0,0	
766	-670,2	-670,2	0,0	-574,6	0,0	0,0	
767	-666,7	-666,7	0,0	-574,6	0,0	0,0	
768	-670,2	-670,2	0,0	-574,6	0,0	0,0	
769	-666,7	-666,7	0,0	-574,6	0,0	0,0	
770	-666,7	-666,7	0,0	-574,6	0,0	0,0	
771	-666,7	-666,7	0,0	-574,6	0,0	0,0	
772	-666,7	-666,7	0,0	-574,6	0,0	0,0	
773	-666,7	-666,7	0,0	-574,6	0,0	0,0	
774	-670,2	-670,2	0,0	-574,6	0,0	0,0	
775	-666,7	-666,7	0,0	-574,6	0,0	0,0	
776	-666,7	-666,7	0,0	-574,6	0,0	0,0	
777	-666,7	-666,7	0,0	-574,6	0,0	0,0	
778	-666,7	-666,7	0,0	-574,6	0,0	0,0	
779	-670,2	-670,2	0,0	-574,6	0,0	0,0	
780	-666,7	-666,7	0,0	-574,6	0,0	0,0	
781	-666,7	-666,7	0,0	-574,6	0,0	0,0	
782	-666,7	-666,7	0,0	-574,6	0,0	0,0	
783	-666,7	-666,7	0,0	-574,6	0,0	0,0	
784	-673,9	-673,9	0,0	-574,6	0,0	0,0	
785	-666,7	-666,7	0,0	-574,6	0,0	0,0	
786	-673,0	-673,0	0,0	-574,6	0,0	0,0	
787	-670,2	-670,2	0,0	-574,6	0,0	0,0	
788	-666,7	-666,7	0,0	-574,6	0,0	0,0	
789	-666,7	-666,7	0,0	-574,6	0,0	0,0	
790	-666,7	-666,7	0,0	-574,6	0,0	0,0	
791	-673,8	-673,8	0,0	-574,6	0,0	0,0	
792	-669,8	-669,8	0,0	-574,6	0,0	0,0	
793	-666,7	-666,7	0,0	-574,6	0,0	0,0	
794	-666,7	-666,7	0,0	-574,6	0,0	0,0	
795	-666,7	-666,7	0,0	-574,6	0,0	0,0	
796	-670,2	-670,2	0,0	-574,6	0,0	0,0	
797	-669,8	-669,8	0,0	-574,6	0,0	0,0	
798	-666,7	-666,7	0,0	-574,6	0,0	0,0	
799	-666,7	-666,7	0,0	-574,6	0,0	0,0	
800	-670,3	-670,3	0,0	-574,6	0,0	0,0	
801	-666,7	-666,7	0,0	-574,6	0,0	0,0	
802	-666,7	-666,7	0,0	-574,6	0,0	0,0	
803	-666,7	-666,7	0,0	-574,6	0,0	0,0	
804	-670,2	-670,2	0,0	-574,6	0,0	0,0	
805	-669,8	-669,8	0,0	-574,6	0,0	0,0	
806	-670,3	-670,3	0,0	-574,6	0,0	0,0	
807	-666,7	-666,7	0,0	-574,6	0,0	0,0	
808	-666,7	-666,7	0,0	-574,6	0,0	0,0	
809	-666,7	-666,7	0,0	-574,6	0,0	0,0	
810	-669,8	-669,8	0,0	-574,6	0,0	0,0	
811	-666,7	-666,7	0,0	-574,6	0,0	0,0	
812	-666,7	-666,7	0,0	-574,6	0,0	0,0	
813	-666,7	-666,7	0,0	-574,6	0,0	0,0	
814	-669,8	-669,8	0,0	-574,6	0,0	0,0	
815	-670,2	-670,2	0,0	-574,6	0,0	0,0	
816	-666,7	-666,7	0,0	-574,6	0,0	0,0	
817	-666,7	-666,7	0,0	-574,6	0,0	0,0	
818	-666,7	-666,7	0,0	-574,6	0,0	0,0	
819	-673,0	-673,0	0,0	-574,6	0,0	0,0	
820	-666,7	-666,7	0,0	-574,6	0,0	0,0	
821	-670,2	-670,2	0,0	-574,6	0,0	0,0	
822	-670,2	-670,2	0,0	-574,6	0,0	0,0	
823	-670,2	-670,2	0,0	-574,6	0,0	0,0	
824	-663,5	-663,5	0,0	-574,6	0,0	0,0	
825	-666,7	-666,7	0,0	-574,6	0,0	0,0	
826	-666,7	-666,7	0,0	-574,6	0,0	0,0	
827	-666,7	-666,7	0,0	-574,6	0,0	0,0	
828	-666,7	-666,7	0,0	-574,6	0,0	0,0	
829	-666,7	-666,7	0,0	-574,6	0,0	0,0	
830	-666,7	-666,7	0,0	-574,6	0,0	0,0	
831	-666,7	-666,7	0,0	-574,6	0,0	0,0	
832	-670,2	-670,2	0,0	-574,6	0,0	0,0	
833	-666,7	-666,7	0,0	-574,6	0,0	0,0	
834	-666,7	-666,7	0,0	-574,6	0,0	0,0	
835	-669,8	-669,8	0,0	-574,6	0,0	0,0	
836	-666,7	-666,7	0,0	-574,6	0,0	0,0	
837	-666,7	-666,7	0,0	-574,6	0,0	0,0	
838	-666,7	-666,7	0,0	-574,6	0,0	0,0	
839	-663,5	-663,5	0,0	-574,6	0,0	0,0	
840	-673,0	-673,0	0,0	-574,6	0,0	0,0	
841	-669,8	-669,8	0,0	-574,6	0,0	0,0	
842	-666,7	-666,7	0,0	-574,6	0,0	0,0	
843	-669,8	-669,8	0,0	-574,6	0,0	0,0	
844	-666,7	-666,7	0,0	-574,6	0,0	0,0	
845	-666,7	-666,7	0,0	-574,6	0,0	0,0	
846	-666,7	-666,7	0,0	-574,6	0,0	0,0	
847	-669,8	-669,8	0,0	-574,6	0,0	0,0	
848	-669,8	-669,8	0,0	-574,6	0,0	0,0	
849	-666,7	-666,7	0,0	-574,6	0,0	0,0	
850	-666,7	-666,7	0,0	-574,6	0,0	0,0	
851	-670,2	-670,2	0,0	-574,6	0,0	0,0	
852	-670,2	-670,2	0,0	-574,6	0,0	0,0	
853	-673,0	-673,0	0,0	-574,6	0,0	0,0	
854	-669,8	-669,8	0,0	-574,6	0,0	0,0	
855	-670,3	-670,3	0,0	-574,6	0,0	0,0	
856	-666,7	-666,7	0,0	-574,6	0,0	0,0	
857	-666,7	-666,7	0,0	-574,6	0,0	0,0	
858	-666,7	-666,7	0,0	-574,6	0,0	0,0	
859	-670,2	-670,2	0,0	-574,6	0,0	0,0	
860	-670,2	-670,2	0,0	-574,6	0,0	0,0	
861	-666,7	-666,7	0,0	-574,6	0,0	0,0	
862	-666,7	-666,7	0,0	-574,6	0,0	0,0	
863	-670,7	-670,7	0,0	-574,6	0,0	0,0	
864	-663,0	-663,0	0,0	-574,6	0,0	0,0	
865	-669,8	-669,8	0,0	-574,6	0,0	0,0	
866	-673,3	-673,3	0,0	-574,6	0,0	0,0	
867	-669,8	-669,8	0,0	-574,6	0,0	0,0	
868	-669,8	-669,8	0,0	-574,6	0,0	0,0	
869	-669,8	-669,8	0,0	-574,6	0,0	0,0	
870	-666,7	-666,7	0,0	-574,6	0,0	0,0	
871	-666,7	-666,7	0,0	-574,6	0,0	0,0	
872	-670,2	-670,2	0,0	-574,6	0,0	0,0	
873	-666,7	-666,7	0,0	-574,6	0,0	0,0	
874	-666,7	-666,7	0,0	-574,6	0,0	0,0	
875	-666,7	-666,7	0,0	-574,6	0,0	0,0	
876	-669,8	-669,8	0,0	-574,6	0,0	0,0	
877	-666,7	-666,7	0,0	-574,6	0,0	0,0	
878	-666,7	-666,7	0,0	-574,6	0,0	0,0	
879	-666,7	-666,7	0,0	-574,6	0,0	0,0	
880	-666,7	-666,7	0,0	-574,6	0,0	0,0	
881	-663,2	-663,2	0,0	-574,6	0,0	0,0	
882	-663,2	-663,2	0,0	-574,6	0,0	0,0	
883	-669,8	-669,8	0,0	-574,6	0,0	0,0	
884	-673,8	-673,8	0,0	-574,6	0,0	0,0	
885	-670,2	-670,2	0,0	-574,6	0,0	0,0	
886	-673,8	-673,8	0,0	-574,6	0,0	0,0	
887	-666,7	-666,7	0,0	-574,6	0,0	0,0	
888	-666,7	-666,7	0,0	-574,6	0,0	0,0	
889	-666,7	-666,7	0,0	-574,6	0,0	0,0	
890	-666,7	-666,7	0,0	-574,6	0,0	0,0	
891	-666,7	-666,7	0,0	-574,6	0,0	0,0	
892	-666,7	-666,7	0,0	-574,6	0,0	0,0	
893	-666,7	-666,7	0,0	-574,6	0,0	0,0	
894	-666,7	-666,7	0,0	-574,6	0,0	0,0	
895	-666,7	-666,7	0,0	-574,6	0,0	0,0	
896	-670,2	-670,2	0,0	-574,6	0,0	0,0	
897	-666,7	-666,7	0,0	-574,6	0,0	0,0	
898	-666,7	-666,7	0,0	-574,6	0,0	0,0	
899	-666,7	-666,7	0,0	-574,6	0,0	0,0	
900	-670,2	-670,2	0,0	-574,6	0,0	0,0	
901	-669,8	-669,8	0,0	-574,6	0,0	0,0	
902	-666,7	-666,7	0,0	-574,6	0,0	0,0	
903	-666,7	-666,7	0,0	-574,6	0,0	0,0	
904	-670,2	-670,2	0,0	-574,6	0,0	0,0	
905	-670,2	-670,2	0,0	-574,6	0,0	0,0	
906	-670,3	-670,3	0,0	-574,6	0,0	0,0	
907	-666,7	-666,7	0,0	-574,6	0,0	0,0	
908	-666,7	-666,7	0,0	-574,6	0,0	0,0	
909	-670,2	-670,2	0,0	-574,6	0,0	0,0	
