30/08/2016,16:44:16.082000
1
 	Служебный канал	Напряжение статора	Ток статора	Активная мощность	Реактивная мощность	Активный ток	
910	-663,2	-663,2	0,0	-574,6	0,0	0,0	
911	-666,7	-666,7	0,0	-574,6	0,0	0,0	
912	-670,2	-670,2	0,0	-574,6	0,0	0,0	
913	-670,2	-670,2	0,0	-574,6	0,0	0,0	
914	-666,7	-666,7	0,0	-574,6	0,0	0,0	
915	-666,7	-666,7	0,0	-574,6	0,0	0,0	
916	-666,7	-666,7	0,0	-574,6	0,0	0,0	
917	-666,7	-666,7	0,0	-574,6	0,0	0,0	
918	-666,7	-666,7	0,0	-574,6	0,0	0,0	
919	-666,7	-666,7	0,0	-574,6	0,0	0,0	
920	-663,5	-663,5	0,0	-574,6	0,0	0,0	
921	-673,3	-673,3	0,0	-574,6	0,0	0,0	
922	-666,7	-666,7	0,0	-574,6	0,0	0,0	
923	-666,7	-666,7	0,0	-574,6	0,0	0,0	
924	-670,2	-670,2	0,0	-574,6	0,0	0,0	
925	-666,7	-666,7	0,0	-574,6	0,0	0,0	
926	-666,7	-666,7	0,0	-574,6	0,0	0,0	
927	-670,2	-670,2	0,0	-574,6	0,0	0,0	
928	-669,8	-669,8	0,0	-574,6	0,0	0,0	
929	-666,7	-666,7	0,0	-574,6	0,0	0,0	
930	-670,2	-670,2	0,0	-574,6	0,0	0,0	
931	-666,7	-666,7	0,0	-574,6	0,0	0,0	
932	-669,8	-669,8	0,0	-574,6	0,0	0,0	
933	-666,7	-666,7	0,0	-574,6	0,0	0,0	
934	-666,7	-666,7	0,0	-574,6	0,0	0,0	
935	-670,3	-670,3	0,0	-574,6	0,0	0,0	
936	-666,7	-666,7	0,0	-574,6	0,0	0,0	
937	-666,7	-666,7	0,0	-574,6	0,0	0,0	
938	-673,8	-673,8	0,0	-574,6	0,0	0,0	
939	-666,7	-666,7	0,0	-574,6	0,0	0,0	
940	-669,8	-669,8	0,0	-574,6	0,0	0,0	
941	-666,7	-666,7	0,0	-574,6	0,0	0,0	
942	-666,7	-666,7	0,0	-574,6	0,0	0,0	
943	-666,7	-666,7	0,0	-574,6	0,0	0,0	
944	-670,3	-670,3	0,0	-574,6	0,0	0,0	
945	-673,8	-673,8	0,0	-574,6	0,0	0,0	
946	-666,7	-666,7	0,0	-574,6	0,0	0,0	
947	-673,3	-673,3	0,0	-574,6	0,0	0,0	
948	-666,7	-666,7	0,0	-574,6	0,0	0,0	
949	-666,7	-666,7	0,0	-574,6	0,0	0,0	
950	-666,7	-666,7	0,0	-574,6	0,0	0,0	
951	-666,7	-666,7	0,0	-574,6	0,0	0,0	
952	-669,8	-669,8	0,0	-574,6	0,0	0,0	
953	-666,7	-666,7	0,0	-574,6	0,0	0,0	
954	-666,7	-666,7	0,0	-574,6	0,0	0,0	
955	-666,7	-666,7	0,0	-574,6	0,0	0,0	
956	-666,7	-666,7	0,0	-574,6	0,0	0,0	
957	-666,7	-666,7	0,0	-574,6	0,0	0,0	
958	-666,7	-666,7	0,0	-574,6	0,0	0,0	
959	-666,7	-666,7	0,0	-574,6	0,0	0,0	
960	-673,8	-673,8	0,0	-574,6	0,0	0,0	
961	-666,7	-666,7	0,0	-574,6	0,0	0,0	
962	-666,7	-666,7	0,0	-574,6	0,0	0,0	
963	-670,3	-670,3	0,0	-574,6	0,0	0,0	
964	-673,8	-673,8	0,0	-574,6	0,0	0,0	
965	-673,9	-673,9	0,0	-574,6	0,0	0,0	
966	-666,7	-666,7	0,0	-574,6	0,0	0,0	
967	-666,7	-666,7	0,0	-574,6	0,0	0,0	
968	-666,7	-666,7	0,0	-574,6	0,0	0,0	
969	-673,0	-673,0	0,0	-574,6	0,0	0,0	
970	-670,2	-670,2	0,0	-574,6	0,0	0,0	
971	-666,7	-666,7	0,0	-574,6	0,0	0,0	
972	-666,7	-666,7	0,0	-574,6	0,0	0,0	
973	-666,7	-666,7	0,0	-574,6	0,0	0,0	
974	-666,7	-666,7	0,0	-574,6	0,0	0,0	
975	-670,2	-670,2	0,0	-574,6	0,0	0,0	
976	-666,7	-666,7	0,0	-574,6	0,0	0,0	
977	-670,2	-670,2	0,0	-574,6	0,0	0,0	
978	-670,2	-670,2	0,0	-574,6	0,0	0,0	
979	-670,2	-670,2	0,0	-574,6	0,0	0,0	
980	-666,7	-666,7	0,0	-574,6	0,0	0,0	
981	-666,7	-666,7	0,0	-574,6	0,0	0,0	
982	-670,7	-670,7	0,0	-574,6	0,0	0,0	
983	-666,7	-666,7	0,0	-574,6	0,0	0,0	
984	-669,8	-669,8	0,0	-574,6	0,0	0,0	
985	-666,7	-666,7	0,0	-574,6	0,0	0,0	
986	-669,8	-669,8	0,0	-574,6	0,0	0,0	
987	-666,7	-666,7	0,0	-574,6	0,0	0,0	
988	-666,7	-666,7	0,0	-574,6	0,0	0,0	
989	-666,7	-666,7	0,0	-574,6	0,0	0,0	
990	-663,5	-663,5	0,0	-574,6	0,0	0,0	
991	-670,2	-670,2	0,0	-574,6	0,0	0,0	
992	-666,7	-666,7	0,0	-574,6	0,0	0,0	
993	-666,7	-666,7	0,0	-574,6	0,0	0,0	
994	-666,7	-666,7	0,0	-574,6	0,0	0,0	
995	-666,7	-666,7	0,0	-574,6	0,0	0,0	
996	-666,7	-666,7	0,0	-574,6	0,0	0,0	
997	-670,2	-670,2	0,0	-574,6	0,0	0,0	
998	-666,7	-666,7	0,0	-574,6	0,0	0,0	
999	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1000	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1001	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1002	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1003	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1004	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1005	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1006	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1007	-673,9	-673,9	0,0	-574,6	0,0	0,0	
1008	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1009	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1010	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1011	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1012	-673,9	-673,9	0,0	-574,6	0,0	0,0	
1013	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1014	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1015	-673,8	-673,8	0,0	-574,6	0,0	0,0	
1016	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1017	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1018	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1019	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1020	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1021	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1022	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1023	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1024	-675,0	-675,0	0,0	-574,6	0,0	0,0	
1025	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1026	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1027	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1028	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1029	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1030	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1031	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1032	-673,8	-673,8	0,0	-574,6	0,0	0,0	
1033	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1034	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1035	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1036	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1037	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1038	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1039	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1040	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1041	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1042	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1043	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1044	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1045	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1046	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1047	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1048	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1049	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1050	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1051	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1052	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1053	-673,8	-673,8	0,0	-574,6	0,0	0,0	
1054	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1055	-673,8	-673,8	0,0	-574,6	0,0	0,0	
1056	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1057	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1058	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1059	-673,8	-673,8	0,0	-574,6	0,0	0,0	
1060	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1061	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1062	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1063	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1064	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1065	-673,0	-673,0	0,0	-574,6	0,0	0,0	
1066	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1067	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1068	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1069	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1070	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1071	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1072	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1073	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1074	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1075	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1076	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1077	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1078	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1079	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1080	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1081	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1082	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1083	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1084	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1085	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1086	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1087	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1088	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1089	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1090	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1091	-673,9	-673,9	0,0	-574,6	0,0	0,0	
1092	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1093	-675,0	-675,0	0,0	-574,6	0,0	0,0	
1094	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1095	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1096	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1097	-663,5	-663,5	0,0	-574,6	0,0	0,0	
1098	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1099	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1100	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1101	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1102	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1103	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1104	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1105	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1106	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1107	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1108	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1109	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1110	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1111	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1112	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1113	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1114	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1115	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1116	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1117	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1118	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1119	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1120	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1121	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1122	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1123	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1124	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1125	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1126	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1127	-673,3	-673,3	0,0	-574,6	0,0	0,0	
1128	-663,5	-663,5	0,0	-574,6	0,0	0,0	
1129	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1130	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1131	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1132	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1133	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1134	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1135	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1136	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1137	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1138	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1139	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1140	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1141	-673,8	-673,8	0,0	-574,6	0,0	0,0	
1142	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1143	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1144	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1145	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1146	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1147	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1148	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1149	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1150	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1151	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1152	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1153	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1154	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1155	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1156	-663,5	-663,5	0,0	-574,6	0,0	0,0	
1157	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1158	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1159	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1160	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1161	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1162	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1163	-663,0	-663,0	0,0	-574,6	0,0	0,0	
1164	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1165	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1166	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1167	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1168	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1169	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1170	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1171	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1172	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1173	-673,8	-673,8	0,0	-574,6	0,0	0,0	
1174	-673,3	-673,3	0,0	-574,6	0,0	0,0	
1175	-673,8	-673,8	0,0	-574,6	0,0	0,0	
1176	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1177	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1178	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1179	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1180	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1181	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1182	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1183	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1184	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1185	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1186	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1187	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1188	-673,8	-673,8	0,0	-574,6	0,0	0,0	
1189	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1190	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1191	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1192	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1193	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1194	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1195	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1196	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1197	-670,3	-670,3	0,0	-574,6	0,0	0,0	
1198	-673,0	-673,0	0,0	-574,6	0,0	0,0	
1199	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1200	-675,0	-675,0	0,0	-574,6	0,0	0,0	
1201	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1202	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1203	-670,2	-670,2	0,0	-574,6	0,0	0,0	
1204	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1205	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1206	-669,8	-669,8	0,0	-574,6	0,0	0,0	
1207	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1208	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1209	-659,5	-659,5	0,0	-574,6	0,0	0,0	
1210	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1211	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1212	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1213	-673,8	-673,8	0,0	-574,6	0,0	0,0	
1214	-666,7	-666,7	0,0	-574,6	0,0	0,0	
1215	-666,7	-666,7	0,0	-574,6	0,0	0,0	
