100,455,2,514,2,-270,6,513,3,-798,0,-656,6
101,-799,9,-673,4,-381,5,139,4,414,5,438,8
102,-412,0,3,9,-758,6,-385,6,425,1,42,6
103,104,9,41,7,-621,7,-773,8,402,4,13,0
104,16,0,-294,4,-794,9,-686,3,-773,1,30,0
105,175,1,414,0,-296,1,310,0,-286,1,104,2
106,-674,1,-769,9,-362,5,518,3,3,2,437,7
107,527,3,-685,6,128,2,80,4,112,9,0,1
108,0,2,126,3,-786,2,102,0,413,3,418,0
109,505,6,-261,7,-369,3,-697,0,25,2,401,6
110,-672,9,102,6,413,8,414,1,100,0,527,9
111,-394,9,45,1,-398,3,529,7,-386,0,104,2
112,-710,4,129,0,4,9,428,5,30,9,-686,7
113,14,6,0,1,-774,0,525,6,440,3,-362,4
114,0,6,403,3,126,3,0,8,-397,9,525,9
115,-398,4,14,3,-399,5,29,2,-699,9,102,3
116,426,3,-360,2,404,0,-698,9,400,2,402,9
117,-682,8,325,4,-757,2,141,1,6,8,102,6
118,-294,0,-398,0,417,4,402,6,16,8,502,0
119,25,0,7,2,514,3,25,4,428,3,3,6
120,-795,5,39,4,-273,6,-699,9,1,5,-699,1
121,27,1,-797,7,27,4,-373,3,-362,4,-299,4
122,-798,0,139,3,1,7,404,4,502,9,437,5
123,513,4,100,8,530,2,-799,8,-796,6,100,1
124,39,9,5,3,-382,6,30,6,-673,3,113,8
125,-757,2,105,6,-698,1,-698,9,-794,3,16,5
126,-796,7,103,1,-798,7,105,9,430,6,426,2
127,404,4,118,4,112,6,514,3,430,2,-362,2
128,-357,3,-794,4,104,4,116,9,112,7,-382,9
129,27,0,100,1,-173,4,-295,3,-761,1,0,4
130,1,3,-761,7,400,2,40,5,103,3,-775,0
131,3,8,-698,0,-387,2,1,2,463,9,117,3
132,504,1,126,6,115,3,118,3,514,6,527,6
133,592,6,39,2,14,2,401,0,-260,0,100,5
134,0,1,-699,9,191,1,-698,3,-787,5,514,9
135,400,2,2,5,-287,5,126,0,-736,7,100,0
136,503,5,440,3,5,1,126,9,530,0,102,0
137,737,9,440,6,13,5,-660,9,-684,7,128,5
138,143,4,128,1,425,5,114,1,503,4,1,9
139,-700,0,527,5,-672,3,2,4,126,6,105,4
140,-360,9,-283,7,540,6,-367,7,127,1,139,6
141,30,5,28,5,-771,4,-199,9,101,6,453,8
142,-770,3,423,9,43,5,441,4,436,8,2,9
143,103,5,-674,9,-797,6,-199,0,117,3,-272,1
144,-400,0,403,7,-657,9,28,3,-699,8,-760,2
145,-784,8,-374,8,-686,8,-195,0,-262,3,442,2
146,-698,4,141,0,36,8,402,4,127,8,42,2
147,1,6,416,3,114,6,440,5,-372,1,116,1
148,-274,2,-696,4,429,6,-298,2,400,4,27,4
149,726,6,30,3,50,6,-674,1,-682,7,413,9
150,114,6,4,4,41,7,0,2,31,0,400,6
151,413,3,-299,5,590,7,528,7,-299,8,-274,5
152,-672,5,-359,0,12,7,128,1,-674,7,-299,0
153,500,1,403,2,-398,8,414,1,0,1,-131,7
154,25,1,-297,6,50,0,104,4,-785,1,-674,1
155,16,0,-662,4,15,0,501,8,5,5,114,4
156,-395,7,127,1,101,6,514,4,500,4,502,5
157,402,4,407,8,505,3,105,0,503,4,138,0
158,-799,9,-268,9,31,2,-686,9,-398,7,-687,0
159,0,2,-244,8,15,7,15,4,-785,2,25,6
160,-782,5,47,0,-656,6,-369,4,0,0,-797,1
161,14,4,702,8,-798,3,-273,2,413,1,-396,0
162,139,6,101,0,427,2,-762,4,-394,7,525,1
163,437,6,5,3,27,4,-395,4,200,9,528,7
164,-387,0,-758,4,403,5,504,7,507,3,410,7
165,-282,3,125,4,500,1,100,8,125,4,-783,6
166,108,0,-796,7,-372,2,4,0,429,3,503,7
167,128,2,439,1,-384,1,-262,1,-362,1,-668,9
168,437,8,-360,1,43,3,-773,0,0,2,112,9
169,-750,3,525,1,-794,3,403,4,-770,2,-297,2
170,538,0,426,6,10,7,431,8,-670,5,140,8
171,41,1,-758,8,412,9,-771,6,-672,5,-762,0
172,101,9,-624,5,113,0,-398,1,-258,9,-783,8
173,-648,3,604,7,501,7,506,1,103,2,-388,5
174,416,1,38,3,-699,2,-359,8,411,7,138,7
175,540,9,5,2,138,1,-260,2,-772,7,413,3
176,38,0,-373,4,0,9,440,1,512,8,-769,6
177,-685,9,129,8,-668,8,-698,6,-799,7,-293,3
178,405,7,29,7,125,0,-653,7,37,9,17,6
179,3,7,539,0,-272,9,-394,1,105,3,-272,2
180,26,2,-762,0,441,2,-286,3,28,1,-775,0
181,44,2,-687,4,492,1,-361,2,404,9,425,8
182,412,7,403,3,-392,5,-397,9,414,3,539,4
183,426,3,-773,8,-759,7,-382,3,126,9,-386,1
184,501,5,29,2,443,1,-398,1,4,6,139,1
185,-669,7,213,5,503,5,5,9,-798,4,-762,1
186,401,0,-699,5,-654,9,29,8,550,3,426,9
187,101,9,500,1,-762,0,402,6,100,2,-259,4
188,150,4,-797,9,30,9,717,5,-383,5,-257,4
189,15,8,500,6,118,6,142,2,402,4,404,7
190,506,0,-670,2,-470,2,539,5,16,8,-697,3
191,425,4,27,5,38,5,17,9,-784,6,512,8
192,140,1,502,7,125,4,-299,9,139,0,113,3
193,512,7,-695,2,-791,9,-799,7,400,1,137,6
194,440,0,125,0,101,7,-772,2,414,7,139,4
195,15,3,17,7,-298,3,413,5,14,6,402,3
196,513,7,-297,1,27,1,525,2,539,5,512,6
197,27,5,-262,7,37,5,-757,1,514,4,-360,9
198,-762,4,526,6,504,6,-699,5,-793,2,-771,4
199,-759,1,525,1,5,1,130,2,539,4,-260,6
200,140,3,502,7,-300,0,-295,6,100,3,410,8
201,126,6,116,3,18,4,-267,0,-694,9,29,9
202,526,0,127,8,-396,7,-771,9,528,2,-373,4
203,589,6,-99,8,515,6,500,1,4,3,428,8
204,505,5,-696,9,-397,3,100,3,-271,8,27,5
205,-787,0,102,4,401,7,-760,8,450,1,-674,2
206,116,9,537,9,-798,4,425,3,18,4,103,5
207,413,8,-269,3,17,6,-300,0,-774,5,-722,5
208,401,0,-296,4,-299,4,129,7,5,2,305,1
209,-297,2,-371,3,25,3,400,2,110,9,-698,3
210,117,7,27,9,326,1,38,7,129,8,526,0
211,129,0,-196,7,513,2,-794,8,403,1,-662,5
212,-381,6,-268,9,102,2,125,5,125,1,-791,7
213,402,0,467,8,538,3,138,0,400,8,-260,3
214,113,7,102,0,17,7,-774,7,405,7,426,7
215,117,6,-798,8,-799,2,-606,7,25,3,-258,0
216,-799,3,517,3,-294,6,13,4,-260,5,403,1
217,-398,3,102,2,-361,3,403,3,-271,5,114,7
218,-270,3,418,1,-258,0,401,3,437,9,100,6
219,528,2,-64,2,0,3,414,5,138,8,-373,4
220,-299,0,105,0,-296,8,-686,7,425,0,400,3
221,-396,8,-283,6,177,0,32,1,-784,5,-386,5
222,-800,0,500,3,426,9,-685,4,416,4,102,1
223,115,7,-569,8,503,2,400,8,137,6,105,1
224,40,4,-698,3,27,5,116,4,0,0,101,6
225,2,1,25,3,500,2,-785,0,-386,9,16,7
226,15,2,-657,5,414,4,504,7,40,7,128,8
227,414,9,-271,8,-274,2,13,2,405,5,-360,9
228,3,2,-770,4,131,0,-98,7,190,7,126,4
229,551,6,412,6,501,3,112,5,414,0,403,4
230,29,8,103,9,117,0,425,1,3,2,117,6
231,-800,0,427,0,402,3,27,2,0,1,36,3
232,116,1,3,3,500,0,512,9,-372,9,-386,4
233,-783,9,13,0,400,8,400,7,100,1,702,3
234,75,9,514,6,-248,0,442,9,25,8,131,4
235,102,0,428,6,-610,1,-797,9,2,0,428,4
236,400,9,528,6,-669,8,125,0,-673,3,41,2
237,-281,9,-285,4,437,8,1,6,402,5,27,0
238,-786,1,38,7,-760,4,504,2,-261,2,-360,7
239,-294,3,502,9,-270,5,432,0,428,6,-774,1
240,27,9,428,5,564,9,-760,0,128,8,112,5
241,526,7,15,8,102,3,-398,0,-674,6,528,5
242,-673,1,-268,9,-371,9,-272,7,-699,5,5,2
243,26,3,14,9,538,5,100,2,102,1,-394,1
244,-775,0,402,3,-371,7,-770,1,-299,5,-399,0
245,501,3,-799,4,27,1,-573,6,426,1,-384,4
246,-273,2,525,9,-346,1,140,1,17,6,528,2
247,-786,0,37,7,402,7,400,9,-699,6,502,4
248,401,3,-398,2,4,7,-771,4,45,5,114,2
249,-699,9,25,6,39,3,421,2,126,7,2,2
250,49,0,-694,4,-795,9,514,3,29,3,-758,4
251,-800,0,525,3,139,7,538,4,427,2,12,5
252,539,2,1,8,-597,9,-472,6,-661,3,725,0
253,-672,9,38,0,-773,1,145,5,4,4,-699,4
254,-691,7,137,5,25,5,11,7,-798,3,25,5
255,402,3,430,5,402,8,5,9,528,4,0,1
256,127,5,-85,8,400,1,-794,9,125,1,5,6
257,444,2,401,9,425,1,-761,5,-796,8,415,7
258,427,0,-785,5,505,8,103,3,-269,9,116,1
259,442,4,-660,9,426,1,-274,7,-673,2,504,4
260,150,1,-783,0,400,2,528,5,140,7,-674,1
261,-487,0,-272,4,29,3,117,2,100,1,-774,6
262,-773,1,-797,9,-383,3,-396,4,-797,2,-397,1
263,104,3,-771,9,426,4,425,8,-699,9,201,8
264,-300,0,26,6,66,9,400,5,130,3,413,9
265,100,1,442,1,404,3,-295,8,-287,4,-274,6
266,100,1,-385,9,-282,6,527,1,-271,6,426,9
267,139,5,26,9,426,9,103,5,442,2,-662,5
268,-297,2,-295,7,506,0,141,1,1,6,100,0
269,543,3,-786,8,-196,4,581,2,500,3,400,3
270,1,7,-699,6,-673,4,-398,1,128,2,-662,4
271,-273,8,418,5,4,1,-399,6,-758,1,403,5
272,125,8,-385,6,113,3,29,4,-775,0,-400,0
273,4,3,425,8,427,5,-687,0,-786,0,2,3
274,500,3,125,4,-74,9,528,1,4,4,539,0
275,4,2,-397,8,528,6,-273,4,-384,2,13,0
276,526,3,-394,9,113,3,127,3,127,6,-783,9
277,142,6,-374,5,402,2,-292,1,101,7,-694,4
278,527,0,-672,9,502,1,14,2,-383,5,500,2
279,-670,2,113,5,127,7,115,9,-736,7,614,6
280,-672,2,16,2,-399,2,537,5,530,2,-797,0
281,403,1,-673,3,25,6,105,4,3,9,27,0
282,-293,8,-687,2,-396,4,-699,2,-281,3,513,0
283,126,9,506,3,-796,4,416,3,-296,9,539,1
284,13,4,-260,4,25,2,245,6,-669,1,-770,2
285,-691,4,-682,5,-398,6,-296,7,-675,0,428,0
286,0,0,-371,9,-259,9,505,1,-260,5,401,1
287,-297,0,115,5,-260,5,-367,1,38,2,130,5
288,-697,6,14,1,512,7,-299,6,430,8,-799,6
289,-374,2,415,6,113,4,501,4,403,6,-695,3
290,215,7,-369,9,442,4,-358,5,-799,5,-260,2
291,528,2,-697,9,441,4,-93,8,401,6,117,6
292,113,0,-695,5,4,4,-674,0,1,2,113,7
293,512,7,-796,7,425,2,-297,5,529,2,515,8
294,14,1,-279,0,538,0,114,4,-795,3,14,2
295,17,5,404,2,430,6,518,0,13,4,418,2
296,-287,1,-399,7,5,7,418,1,-769,1,13,1
297,403,0,16,8,0,9,417,0,-274,8,440,9
298,-673,2,-279,1,-373,4,127,2,416,6,-770,0
299,-782,3,-95,3,514,5,-684,4,103,5,602,4
300,429,8,115,7,400,2,406,3,-274,6,12,6
301,-698,2,30,7,-673,3,126,6,114,2,-395,6
302,442,3,100,6,-771,4,29,3,-294,9,528,9
303,27,5,101,2,-273,0,5,9,28,7,-348,4
304,-786,0,-771,3,140,7,-284,8,-661,9,100,2
305,402,9,504,3,1,8,27,3,540,4,128,9
306,126,0,138,0,26,4,542,7,-662,3,113,0
307,101,7,113,1,126,4,-757,3,-797,3,515,0
308,129,8,-260,1,428,9,-774,9,-274,2,88,0
309,-797,0,-369,8,122,7,-470,0,-774,2,-362,4
310,438,8,301,1,528,2,-787,2,425,5,30,1
311,129,3,-671,8,13,5,402,5,418,2,-297,1
312,-285,3,-386,6,-795,9,401,9,29,1,517,4
313,128,2,-796,4,101,2,-674,4,414,1,540,9
314,400,2,-467,0,1,4,514,1,-800,0,540,1
315,-298,4,-247,1,25,1,114,5,128,6,642,0
316,-660,6,401,6,-373,8,403,3,127,7,141,5
317,-371,9,-399,6,-296,4,-400,0,101,9,103,4
318,-796,9,-773,4,-372,9,403,7,525,6,-398,9
319,507,9,125,1,-312,1,-699,5,-283,2,502,5
320,526,1,438,5,-775,0,-796,3,-696,7,-660,6
321,38,7,-373,1,-385,3,-382,2,-759,7,401,8
322,-287,3,500,0,525,3,2,8,5,6,13,4
323,-695,2,205,3,503,7,-750,0,-381,5,427,2
324,41,9,-799,5,15,7,525,2,-370,9,12,7
325,129,0,-799,4,500,6,-260,3,125,4,-773,4
326,-384,2,-294,8,17,3,-348,5,406,2,-685,7
327,425,3,402,4,-760,7,527,2,-269,5,6,1
328,-796,3,-375,0,437,6,-374,3,13,5,127,5
329,125,6,-283,3,-797,3,500,5,15,0,28,1
330,138,1,400,3,-774,9,0,0,403,1,117,4
331,402,3,-259,6,527,1,503,5,102,1,126,3
332,39,6,226,7,626,2,425,2,441,2,428,2
333,-369,0,438,7,-381,8,-359,1,-295,3,414,4
334,426,5,-386,4,401,6,-699,6,503,1,113,1
335,4,3,87,6,151,2,-258,2,-786,7,0,9
336,-369,2,100,5,527,1,400,4,400,8,500,1
337,-394,7,17,9,-373,1,401,3,529,0,417,7
338,430,5,-685,1,400,9,39,8,-769,3,128,9
339,9,6,30,5,428,2,726,7,37,6,116,7
340,425,2,-762,1,-298,3,-374,3,534,0,538,3
341,103,6,-797,3,100,7,429,0,37,6,-799,5
342,304,0,328,2,25,8,-691,7,-797,9,38,7
343,-287,0,40,3,-387,0,-684,3,1,2,-296,1
344,-358,5,31,0,0,0,414,8,39,5,15,7
345,39,7,413,1,5,2,39,7,527,4,113,1
346,-374,7,16,7,101,6,0,0,400,9,29,9
347,540,4,428,8,125,2,-374,1,440,9,140,0
348,563,1,-374,8,25,6,4,6,400,1,-758,5
349,3,5,15,0,-371,9,15,8,403,1,125,4
350,100,6,414,4,6,0,-363,0,-284,3,0,0
351,402,0,-671,4,138,8,-690,8,426,8,-760,4
352,-696,3,42,2,-744,8,-634,1,140,8,38,3
353,402,9,39,4,443,4,537,5,528,6,39,1
354,141,3,28,1,0,4,530,0,16,2,-698,3
355,-785,7,-696,9,-772,6,-698,4,-370,4,527,0
356,1,5,139,9,27,1,-382,0,438,4,401,7
357,112,8,511,3,500,9,114,5,125,5,-759,8
358,-798,1,500,4,-371,1,-686,1,-697,6,504,7
359,-282,9,156,0,25,2,25,4,-775,0,502,3
360,-656,3,506,0,515,0,-373,5,501,9,26,2
361,131,3,25,7,-688,1,402,4,-687,5,-392,1
362,4,7,42,3,17,9,-724,9,-795,3,114,6
363,-697,3,-272,4,14,4,-657,3,27,2,-791,0
364,-295,1,603,2,428,4,125,4,-675,0,425,2
365,-748,5,-800,0,429,1,615,7,-294,2,-357,4
366,401,3,504,1,-659,8,-382,4,402,8,-299,5
367,25,6,501,1,0,5,529,7,0,1,429,7
368,5,3,142,6,1,8,100,4,-387,4,537,5
